Subdivision,Year,Month,Rainfall_mm
South Interior Karnataka,1956,11,124.000
South Interior Karnataka,1956,12,1.200
South Interior Karnataka,1957,1,0.000
South Interior Karnataka,1957,2,0.500
South Interior Karnataka,1957,3,9.400
South Interior Karnataka,1957,4,18.600
South Interior Karnataka,1957,5,169.000
South Interior Karnataka,1957,6,174.900
South Interior Karnataka,1957,7,242.600
South Interior Karnataka,1957,8,147.200
South Interior Karnataka,1957,9,47.000
South Interior Karnataka,1957,10,177.600
South Interior Karnataka,1957,11,77.900
South Interior Karnataka,1957,12,0.100
South Interior Karnataka,1958,1,3.300
South Interior Karnataka,1958,2,1.300
South Interior Karnataka,1958,3,13.100
South Interior Karnataka,1958,4,60.600
South Interior Karnataka,1958,5,134.500
South Interior Karnataka,1958,6,163.200
South Interior Karnataka,1958,7,340.200
South Interior Karnataka,1958,8,201.700
South Interior Karnataka,1958,9,123.100
South Interior Karnataka,1958,10,108.700
South Interior Karnataka,1958,11,59.600
South Interior Karnataka,1958,12,0.600
South Interior Karnataka,1959,1,0.200
South Interior Karnataka,1959,2,2.500
South Interior Karnataka,1959,3,0.300
South Interior Karnataka,1959,4,25.200
South Interior Karnataka,1959,5,89.800
South Interior Karnataka,1959,6,255.800
South Interior Karnataka,1959,7,425.600
South Interior Karnataka,1959,8,172.200
South Interior Karnataka,1959,9,218.200
South Interior Karnataka,1959,10,55.400
South Interior Karnataka,1959,11,29.300
South Interior Karnataka,1959,12,6.300
South Interior Karnataka,1960,1,0.300
South Interior Karnataka,1960,2,0.000
South Interior Karnataka,1960,3,15.300
South Interior Karnataka,1960,4,42.400
South Interior Karnataka,1960,5,92.600
South Interior Karnataka,1960,6,119.800
South Interior Karnataka,1960,7,254.300
South Interior Karnataka,1960,8,124.400
South Interior Karnataka,1960,9,162.700
South Interior Karnataka,1960,10,112.800
South Interior Karnataka,1960,11,65.300
South Interior Karnataka,1960,12,0.200
South Interior Karnataka,1961,1,2.100
South Interior Karnataka,1961,2,3.400
South Interior Karnataka,1961,3,2.600
South Interior Karnataka,1961,4,62.500
South Interior Karnataka,1961,5,161.600
South Interior Karnataka,1961,6,196.200
South Interior Karnataka,1961,7,492.700
South Interior Karnataka,1961,8,213.500
South Interior Karnataka,1961,9,93.800
South Interior Karnataka,1961,10,165.400
South Interior Karnataka,1961,11,14.300
South Interior Karnataka,1961,12,1.400
South Interior Karnataka,1962,1,1.400
South Interior Karnataka,1962,2,6.900
South Interior Karnataka,1962,3,5.500
South Interior Karnataka,1962,4,81.300
South Interior Karnataka,1962,5,118.500
South Interior Karnataka,1962,6,66.100
South Interior Karnataka,1962,7,310.400
South Interior Karnataka,1962,8,268.500
South Interior Karnataka,1962,9,149.100
South Interior Karnataka,1962,10,203.700
South Interior Karnataka,1962,11,29.600
South Interior Karnataka,1962,12,65.900
South Interior Karnataka,1963,1,1.200
South Interior Karnataka,1963,2,2.800
South Interior Karnataka,1963,3,13.000
South Interior Karnataka,1963,4,51.600
South Interior Karnataka,1963,5,78.100
South Interior Karnataka,1963,6,108.500
South Interior Karnataka,1963,7,197.500
South Interior Karnataka,1963,8,232.500
South Interior Karnataka,1963,9,92.600
South Interior Karnataka,1963,10,193.800
South Interior Karnataka,1963,11,9.000
South Interior Karnataka,1963,12,12.300
South Interior Karnataka,1964,1,0.000
South Interior Karnataka,1964,2,0.100
South Interior Karnataka,1964,3,0.700
South Interior Karnataka,1964,4,23.600
South Interior Karnataka,1964,5,51.000
South Interior Karnataka,1964,6,122.200
South Interior Karnataka,1964,7,280.000
South Interior Karnataka,1964,8,305.400
South Interior Karnataka,1964,9,182.700
South Interior Karnataka,1964,10,121.500
South Interior Karnataka,1964,11,78.400
South Interior Karnataka,1964,12,3.800
South Interior Karnataka,1965,1,1.000
South Interior Karnataka,1965,2,0.200
South Interior Karnataka,1965,3,4.600
South Interior Karnataka,1965,4,24.600
South Interior Karnataka,1965,5,42.000
South Interior Karnataka,1965,6,129.800
South Interior Karnataka,1965,7,245.200
South Interior Karnataka,1965,8,141.100
South Interior Karnataka,1965,9,81.400
South Interior Karnataka,1965,10,17.700
South Interior Karnataka,1965,11,25.800
South Interior Karnataka,1965,12,21.700
South Interior Karnataka,1966,1,4.200
South Interior Karnataka,1966,2,0.900
South Interior Karnataka,1966,3,2.500
South Interior Karnataka,1966,4,24.700
South Interior Karnataka,1966,5,90.900
South Interior Karnataka,1966,6,82.300
South Interior Karnataka,1966,7,256.100
South Interior Karnataka,1966,8,91.000
South Interior Karnataka,1966,9,188.500
South Interior Karnataka,1966,10,132.800
South Interior Karnataka,1966,11,123.200
South Interior Karnataka,1966,12,13.800
South Interior Karnataka,1967,1,5.700
South Interior Karnataka,1967,2,0.000
South Interior Karnataka,1967,3,4.700
South Interior Karnataka,1967,4,25.700
South Interior Karnataka,1967,5,77.800
South Interior Karnataka,1967,6,136.300
South Interior Karnataka,1967,7,350.400
South Interior Karnataka,1967,8,157.300
South Interior Karnataka,1967,9,57.800
South Interior Karnataka,1967,10,96.200
South Interior Karnataka,1967,11,12.300
South Interior Karnataka,1967,12,16.000
South Interior Karnataka,1968,1,0.000
South Interior Karnataka,1968,2,8.000
South Interior Karnataka,1968,3,8.500
South Interior Karnataka,1968,4,47.500
South Interior Karnataka,1968,5,71.800
South Interior Karnataka,1968,6,120.600
South Interior Karnataka,1968,7,284.100
South Interior Karnataka,1968,8,124.700
South Interior Karnataka,1968,9,209.700
South Interior Karnataka,1968,10,99.300
South Interior Karnataka,1968,11,23.400
South Interior Karnataka,1968,12,3.400
South Interior Karnataka,1969,1,0.000
South Interior Karnataka,1969,2,0.000
South Interior Karnataka,1969,3,2.300
South Interior Karnataka,1969,4,37.800
South Interior Karnataka,1969,5,101.900
South Interior Karnataka,1969,6,100.800
South Interior Karnataka,1969,7,289.500
South Interior Karnataka,1969,8,216.300
South Interior Karnataka,1969,9,104.000
South Interior Karnataka,1969,10,174.800
South Interior Karnataka,1969,11,51.400
South Interior Karnataka,1969,12,27.700
South Interior Karnataka,1970,1,1.400
South Interior Karnataka,1970,2,5.400
South Interior Karnataka,1970,3,4.300
South Interior Karnataka,1970,4,49.500
South Interior Karnataka,1970,5,129.600
South Interior Karnataka,1970,6,99.500
South Interior Karnataka,1970,7,210.100
South Interior Karnataka,1970,8,206.400
South Interior Karnataka,1970,9,129.000
South Interior Karnataka,1970,10,217.600
South Interior Karnataka,1970,11,20.900
South Interior Karnataka,1970,12,0.200
South Interior Karnataka,1971,1,2.000
South Interior Karnataka,1971,2,5.300
South Interior Karnataka,1971,3,2.700
South Interior Karnataka,1971,4,37.900
South Interior Karnataka,1971,5,100.500
South Interior Karnataka,1971,6,204.500
South Interior Karnataka,1971,7,174.900
South Interior Karnataka,1971,8,180.700
South Interior Karnataka,1971,9,161.700
South Interior Karnataka,1971,10,122.300
South Interior Karnataka,1971,11,17.400
South Interior Karnataka,1971,12,10.300
South Interior Karnataka,1972,1,0.000
South Interior Karnataka,1972,2,1.100
South Interior Karnataka,1972,3,0.100
South Interior Karnataka,1972,4,26.900
South Interior Karnataka,1972,5,190.500
South Interior Karnataka,1972,6,153.600
South Interior Karnataka,1972,7,214.600
South Interior Karnataka,1972,8,97.600
South Interior Karnataka,1972,9,176.200
South Interior Karnataka,1972,10,135.700
South Interior Karnataka,1972,11,26.300
South Interior Karnataka,1972,12,41.500
South Interior Karnataka,1973,1,0.000
South Interior Karnataka,1973,2,0.000
South Interior Karnataka,1973,3,0.200
South Interior Karnataka,1973,4,21.800
South Interior Karnataka,1973,5,102.400
South Interior Karnataka,1973,6,214.900
South Interior Karnataka,1973,7,232.700
South Interior Karnataka,1973,8,220.800
South Interior Karnataka,1973,9,118.000
South Interior Karnataka,1973,10,140.500
South Interior Karnataka,1973,11,26.500
South Interior Karnataka,1973,12,8.700
South Interior Karnataka,1974,1,0.100
South Interior Karnataka,1974,2,0.000
South Interior Karnataka,1974,3,4.300
South Interior Karnataka,1974,4,34.500
South Interior Karnataka,1974,5,113.200
South Interior Karnataka,1974,6,71.000
South Interior Karnataka,1974,7,281.800
South Interior Karnataka,1974,8,166.700
South Interior Karnataka,1974,9,235.000
South Interior Karnataka,1974,10,138.200
South Interior Karnataka,1974,11,6.600
South Interior Karnataka,1974,12,0.000
South Interior Karnataka,1975,1,4.100
South Interior Karnataka,1975,2,3.200
South Interior Karnataka,1975,3,15.500
South Interior Karnataka,1975,4,21.000
South Interior Karnataka,1975,5,93.000
South Interior Karnataka,1975,6,224.800
South Interior Karnataka,1975,7,260.600
South Interior Karnataka,1975,8,252.800
South Interior Karnataka,1975,9,224.000
South Interior Karnataka,1975,10,157.700
South Interior Karnataka,1975,11,76.300
South Interior Karnataka,1975,12,1.300
South Interior Karnataka,1976,1,0.000
South Interior Karnataka,1976,2,0.100
South Interior Karnataka,1976,3,2.600
South Interior Karnataka,1976,4,66.900
South Interior Karnataka,1976,5,25.900
South Interior Karnataka,1976,6,64.000
South Interior Karnataka,1976,7,203.700
South Interior Karnataka,1976,8,148.300
South Interior Karnataka,1976,9,87.200
South Interior Karnataka,1976,10,54.400
South Interior Karnataka,1976,11,106.500
South Interior Karnataka,1976,12,1.700
South Interior Karnataka,1977,1,0.000
South Interior Karnataka,1977,2,1.300
South Interior Karnataka,1977,3,13.800
South Interior Karnataka,1977,4,51.200
South Interior Karnataka,1977,5,136.800
South Interior Karnataka,1977,6,168.500
South Interior Karnataka,1977,7,227.700
South Interior Karnataka,1977,8,134.500
South Interior Karnataka,1977,9,166.500
South Interior Karnataka,1977,10,224.600
South Interior Karnataka,1977,11,82.800
South Interior Karnataka,1977,12,0.100
South Interior Karnataka,1978,1,0.500
South Interior Karnataka,1978,2,7.000
South Interior Karnataka,1978,3,2.600
South Interior Karnataka,1978,4,40.100
South Interior Karnataka,1978,5,104.500
South Interior Karnataka,1978,6,188.100
South Interior Karnataka,1978,7,281.800
South Interior Karnataka,1978,8,231.200
South Interior Karnataka,1978,9,156.800
South Interior Karnataka,1978,10,107.100
South Interior Karnataka,1978,11,81.000
South Interior Karnataka,1978,12,30.800
South Interior Karnataka,1979,1,0.300
South Interior Karnataka,1979,2,29.200
South Interior Karnataka,1979,3,4.100
South Interior Karnataka,1979,4,31.300
South Interior Karnataka,1979,5,49.000
South Interior Karnataka,1979,6,192.800
South Interior Karnataka,1979,7,189.300
South Interior Karnataka,1979,8,207.900
South Interior Karnataka,1979,9,219.600
South Interior Karnataka,1979,10,81.900
South Interior Karnataka,1979,11,113.900
South Interior Karnataka,1979,12,1.400
South Interior Karnataka,1980,1,0.000
South Interior Karnataka,1980,2,0.000
South Interior Karnataka,1980,3,7.200
South Interior Karnataka,1980,4,79.100
South Interior Karnataka,1980,5,99.000
South Interior Karnataka,1980,6,228.000
South Interior Karnataka,1980,7,287.700
South Interior Karnataka,1980,8,179.600
South Interior Karnataka,1980,9,161.800
South Interior Karnataka,1980,10,99.600
South Interior Karnataka,1980,11,81.100
South Interior Karnataka,1980,12,1.900
South Interior Karnataka,1981,1,1.800
South Interior Karnataka,1981,2,0.100
South Interior Karnataka,1981,3,19.600
South Interior Karnataka,1981,4,25.500
South Interior Karnataka,1981,5,94.900
South Interior Karnataka,1981,6,136.300
South Interior Karnataka,1981,7,189.400
South Interior Karnataka,1981,8,299.800
South Interior Karnataka,1981,9,254.600
South Interior Karnataka,1981,10,123.200
South Interior Karnataka,1981,11,32.800
South Interior Karnataka,1981,12,6.500
South Interior Karnataka,1982,1,0.100
South Interior Karnataka,1982,2,0.000
South Interior Karnataka,1982,3,2.000
South Interior Karnataka,1982,4,18.300
South Interior Karnataka,1982,5,99.200
South Interior Karnataka,1982,6,151.100
South Interior Karnataka,1982,7,217.000
South Interior Karnataka,1982,8,240.800
South Interior Karnataka,1982,9,126.900
South Interior Karnataka,1982,10,97.100
South Interior Karnataka,1982,11,50.800
South Interior Karnataka,1982,12,0.200
South Interior Karnataka,1983,1,0.000
South Interior Karnataka,1983,2,0.000
South Interior Karnataka,1983,3,0.900
South Interior Karnataka,1983,4,5.100
South Interior Karnataka,1983,5,77.000
South Interior Karnataka,1983,6,215.300
South Interior Karnataka,1983,7,206.600
South Interior Karnataka,1983,8,262.500
South Interior Karnataka,1983,9,185.900
South Interior Karnataka,1983,10,97.800
South Interior Karnataka,1983,11,21.100
South Interior Karnataka,1983,12,38.900
South Interior Karnataka,1984,1,2.100
South Interior Karnataka,1984,2,7.900
South Interior Karnataka,1984,3,75.400
South Interior Karnataka,1984,4,39.000
South Interior Karnataka,1984,5,44.700
South Interior Karnataka,1984,6,196.200
South Interior Karnataka,1984,7,256.800
South Interior Karnataka,1984,8,122.300
South Interior Karnataka,1984,9,167.100
South Interior Karnataka,1984,10,142.300
South Interior Karnataka,1984,11,5.700
South Interior Karnataka,1984,12,4.400
South Interior Karnataka,1985,1,4.100
South Interior Karnataka,1985,2,0.100
South Interior Karnataka,1985,3,13.800
South Interior Karnataka,1985,4,42.100
South Interior Karnataka,1985,5,52.800
South Interior Karnataka,1985,6,193.300
South Interior Karnataka,1985,7,138.700
South Interior Karnataka,1985,8,172.300
South Interior Karnataka,1985,9,139.700
South Interior Karnataka,1985,10,67.400
South Interior Karnataka,1985,11,29.300
South Interior Karnataka,1985,12,5.800
South Interior Karnataka,1986,1,13.900
South Interior Karnataka,1986,2,9.200
South Interior Karnataka,1986,3,3.900
South Interior Karnataka,1986,4,26.200
South Interior Karnataka,1986,5,51.700
South Interior Karnataka,1986,6,210.000
South Interior Karnataka,1986,7,149.900
South Interior Karnataka,1986,8,208.200
South Interior Karnataka,1986,9,175.300
South Interior Karnataka,1986,10,79.400
South Interior Karnataka,1986,11,94.100
South Interior Karnataka,1986,12,8.400
South Interior Karnataka,1987,1,0.300
South Interior Karnataka,1987,2,0.000
South Interior Karnataka,1987,3,4.500
South Interior Karnataka,1987,4,9.200
South Interior Karnataka,1987,5,64.200
South Interior Karnataka,1987,6,135.700
South Interior Karnataka,1987,7,114.900
South Interior Karnataka,1987,8,151.700
South Interior Karnataka,1987,9,139.900
South Interior Karnataka,1987,10,205.400
South Interior Karnataka,1987,11,76.900
South Interior Karnataka,1987,12,31.900
South Interior Karnataka,1988,1,0.200
South Interior Karnataka,1988,2,2.900
South Interior Karnataka,1988,3,11.900
South Interior Karnataka,1988,4,71.400
South Interior Karnataka,1988,5,84.900
South Interior Karnataka,1988,6,68.000
South Interior Karnataka,1988,7,276.000
South Interior Karnataka,1988,8,251.300
South Interior Karnataka,1988,9,199.200
South Interior Karnataka,1988,10,30.600
South Interior Karnataka,1988,11,5.900
South Interior Karnataka,1988,12,19.900
South Interior Karnataka,1989,1,0.000
South Interior Karnataka,1989,2,0.100
South Interior Karnataka,1989,3,12.500
South Interior Karnataka,1989,4,24.000
South Interior Karnataka,1989,5,53.300
South Interior Karnataka,1989,6,145.000
South Interior Karnataka,1989,7,286.300
South Interior Karnataka,1989,8,135.000
South Interior Karnataka,1989,9,149.400
South Interior Karnataka,1989,10,86.900
South Interior Karnataka,1989,11,15.700
South Interior Karnataka,1989,12,5.200
South Interior Karnataka,1990,1,4.000
South Interior Karnataka,1990,2,0.100
South Interior Karnataka,1990,3,5.000
South Interior Karnataka,1990,4,15.200
South Interior Karnataka,1990,5,115.100
South Interior Karnataka,1990,6,130.100
South Interior Karnataka,1990,7,148.500
South Interior Karnataka,1990,8,193.800
South Interior Karnataka,1990,9,59.000
South Interior Karnataka,1990,10,128.500
South Interior Karnataka,1990,11,47.000
South Interior Karnataka,1990,12,2.200
South Interior Karnataka,1991,1,1.000
South Interior Karnataka,1991,2,0.100
South Interior Karnataka,1991,3,2.600
South Interior Karnataka,1991,4,64.200
South Interior Karnataka,1991,5,108.600
South Interior Karnataka,1991,6,248.900
South Interior Karnataka,1991,7,261.900
South Interior Karnataka,1991,8,165.500
South Interior Karnataka,1991,9,115.800
South Interior Karnataka,1991,10,192.500
South Interior Karnataka,1991,11,60.000
South Interior Karnataka,1991,12,0.100
South Interior Karnataka,1992,1,0.200
South Interior Karnataka,1992,2,0.300
South Interior Karnataka,1992,3,0.000
South Interior Karnataka,1992,4,28.600
South Interior Karnataka,1992,5,78.900
South Interior Karnataka,1992,6,269.400
South Interior Karnataka,1992,7,202.100
South Interior Karnataka,1992,8,215.900
South Interior Karnataka,1992,9,145.500
South Interior Karnataka,1992,10,113.500
South Interior Karnataka,1992,11,146.500
South Interior Karnataka,1992,12,0.200
South Interior Karnataka,1993,1,0.000
South Interior Karnataka,1993,2,0.500
South Interior Karnataka,1993,3,6.200
South Interior Karnataka,1993,4,22.900
South Interior Karnataka,1993,5,66.400
South Interior Karnataka,1993,6,149.000
South Interior Karnataka,1993,7,204.700
South Interior Karnataka,1993,8,189.900
South Interior Karnataka,1993,9,105.300
South Interior Karnataka,1993,10,234.500
South Interior Karnataka,1993,11,25.000
South Interior Karnataka,1993,12,33.700
South Interior Karnataka,1994,1,11.700
South Interior Karnataka,1994,2,2.400
South Interior Karnataka,1994,3,3.900
South Interior Karnataka,1994,4,54.600
South Interior Karnataka,1994,5,70.900
South Interior Karnataka,1994,6,184.900
South Interior Karnataka,1994,7,336.400
South Interior Karnataka,1994,8,132.600
South Interior Karnataka,1994,9,96.400
South Interior Karnataka,1994,10,238.600
South Interior Karnataka,1994,11,24.800
South Interior Karnataka,1994,12,0.500
South Interior Karnataka,1995,1,4.200
South Interior Karnataka,1995,2,0.200
South Interior Karnataka,1995,3,3.500
South Interior Karnataka,1995,4,32.100
South Interior Karnataka,1995,5,70.900
South Interior Karnataka,1995,6,79.600
South Interior Karnataka,1995,7,248.400
South Interior Karnataka,1995,8,179.800
South Interior Karnataka,1995,9,135.600
South Interior Karnataka,1995,10,98.800
South Interior Karnataka,1995,11,30.100
South Interior Karnataka,1995,12,0.000
South Interior Karnataka,1996,1,1.100
South Interior Karnataka,1996,2,0.200
South Interior Karnataka,1996,3,1.500
South Interior Karnataka,1996,4,49.800
South Interior Karnataka,1996,5,52.800
South Interior Karnataka,1996,6,204.400
South Interior Karnataka,1996,7,187.300
South Interior Karnataka,1996,8,187.400
South Interior Karnataka,1996,9,188.300
South Interior Karnataka,1996,10,132.900
South Interior Karnataka,1996,11,10.900
South Interior Karnataka,1996,12,27.500
South Interior Karnataka,1997,1,4.900
South Interior Karnataka,1997,2,0.100
South Interior Karnataka,1997,3,26.200
South Interior Karnataka,1997,4,26.000
South Interior Karnataka,1997,5,45.300
South Interior Karnataka,1997,6,178.900
South Interior Karnataka,1997,7,251.700
South Interior Karnataka,1997,8,246.800
South Interior Karnataka,1997,9,108.400
South Interior Karnataka,1997,10,134.400
South Interior Karnataka,1997,11,123.800
South Interior Karnataka,1997,12,33.600
South Interior Karnataka,1998,1,0.000
South Interior Karnataka,1998,2,0.000
South Interior Karnataka,1998,3,3.500
South Interior Karnataka,1998,4,31.600
South Interior Karnataka,1998,5,47.000
South Interior Karnataka,1998,6,155.600
South Interior Karnataka,1998,7,278.400
South Interior Karnataka,1998,8,205.500
South Interior Karnataka,1998,9,175.800
South Interior Karnataka,1998,10,148.900
South Interior Karnataka,1998,11,55.000
South Interior Karnataka,1998,12,11.700
South Interior Karnataka,1999,1,0.100
South Interior Karnataka,1999,2,4.600
South Interior Karnataka,1999,3,1.500
South Interior Karnataka,1999,4,42.200
South Interior Karnataka,1999,5,131.200
South Interior Karnataka,1999,6,129.500
South Interior Karnataka,1999,7,289.600
South Interior Karnataka,1999,8,138.800
South Interior Karnataka,1999,9,108.000
South Interior Karnataka,1999,10,271.900
South Interior Karnataka,1999,11,28.800
South Interior Karnataka,1999,12,3.500
South Interior Karnataka,2000,1,1.400
South Interior Karnataka,2000,2,15.500
South Interior Karnataka,2000,3,0.300
South Interior Karnataka,2000,4,46.300
South Interior Karnataka,2000,5,59.300
South Interior Karnataka,2000,6,167.500
South Interior Karnataka,2000,7,200.500
South Interior Karnataka,2000,8,300.600
South Interior Karnataka,2000,9,183.500
South Interior Karnataka,2000,10,206.200
South Interior Karnataka,2000,11,14.100
South Interior Karnataka,2000,12,12.100
South Interior Karnataka,2001,1,0.500
South Interior Karnataka,2001,2,1.100
South Interior Karnataka,2001,3,1.700
South Interior Karnataka,2001,4,90.600
South Interior Karnataka,2001,5,30.400
South Interior Karnataka,2001,6,127.200
South Interior Karnataka,2001,7,168.200
South Interior Karnataka,2001,8,152.000
South Interior Karnataka,2001,9,189.900
South Interior Karnataka,2001,10,122.700
South Interior Karnataka,2001,11,40.000
South Interior Karnataka,2001,12,2.100
South Interior Karnataka,2002,1,2.000
South Interior Karnataka,2002,2,11.400
South Interior Karnataka,2002,3,2.300
South Interior Karnataka,2002,4,20.600
South Interior Karnataka,2002,5,77.200
South Interior Karnataka,2002,6,131.900
South Interior Karnataka,2002,7,92.600
South Interior Karnataka,2002,8,155.100
South Interior Karnataka,2002,9,74.900
South Interior Karnataka,2002,10,168.400
South Interior Karnataka,2002,11,18.800
South Interior Karnataka,2002,12,0.600
South Interior Karnataka,2003,1,0.100
South Interior Karnataka,2003,2,4.200
South Interior Karnataka,2003,3,20.100
South Interior Karnataka,2003,4,36.400
South Interior Karnataka,2003,5,9.600
South Interior Karnataka,2003,6,118.200
South Interior Karnataka,2003,7,162.500
South Interior Karnataka,2003,8,152.200
South Interior Karnataka,2003,9,51.900
South Interior Karnataka,2003,10,192.400
South Interior Karnataka,2003,11,11.500
South Interior Karnataka,2003,12,3.600
South Interior Karnataka,2004,1,9.100
South Interior Karnataka,2004,2,12.800
South Interior Karnataka,2004,3,16.400
South Interior Karnataka,2004,4,62.200
South Interior Karnataka,2004,5,180.200
South Interior Karnataka,2004,6,196.600
South Interior Karnataka,2004,7,191.700
South Interior Karnataka,2004,8,211.100
South Interior Karnataka,2004,9,117.500
South Interior Karnataka,2004,10,101.500
South Interior Karnataka,2004,11,24.000
South Interior Karnataka,2004,12,10.400
South Interior Karnataka,2005,1,7.200
South Interior Karnataka,2005,2,3.900
South Interior Karnataka,2005,3,3.200
South Interior Karnataka,2005,4,76.000
South Interior Karnataka,2005,5,74.700
South Interior Karnataka,2005,6,138.700
South Interior Karnataka,2005,7,333.500
South Interior Karnataka,2005,8,233.200
South Interior Karnataka,2005,9,145.500
South Interior Karnataka,2005,10,241.800
South Interior Karnataka,2005,11,56.300
South Interior Karnataka,2005,12,5.300
South Interior Karnataka,2006,1,0.200
South Interior Karnataka,2006,2,0.100
South Interior Karnataka,2006,3,35.400
South Interior Karnataka,2006,4,24.700
South Interior Karnataka,2006,5,127.100
South Interior Karnataka,2006,6,183.700
South Interior Karnataka,2006,7,226.700
South Interior Karnataka,2006,8,172.900
South Interior Karnataka,2006,9,112.000
South Interior Karnataka,2006,10,61.700
South Interior Karnataka,2006,11,84.900
South Interior Karnataka,2006,12,1.100
South Interior Karnataka,2007,1,0.100
South Interior Karnataka,2007,2,0.300
South Interior Karnataka,2007,3,0.900
South Interior Karnataka,2007,4,39.800
South Interior Karnataka,2007,5,76.700
South Interior Karnataka,2007,6,216.700
South Interior Karnataka,2007,7,267.200
South Interior Karnataka,2007,8,245.500
South Interior Karnataka,2007,9,198.500
South Interior Karnataka,2007,10,152.500
South Interior Karnataka,2007,11,18.200
South Interior Karnataka,2007,12,14.600
South Interior Karnataka,2008,1,0.800
South Interior Karnataka,2008,2,20.700
South Interior Karnataka,2008,3,108.900
South Interior Karnataka,2008,4,24.900
South Interior Karnataka,2008,5,66.300
South Interior Karnataka,2008,6,149.800
South Interior Karnataka,2008,7,203.400
South Interior Karnataka,2008,8,269.800
South Interior Karnataka,2008,9,141.400
South Interior Karnataka,2008,10,117.100
South Interior Karnataka,2008,11,32.300
South Interior Karnataka,2008,12,5.200
South Interior Karnataka,2009,1,0.100
South Interior Karnataka,2009,2,0.100
South Interior Karnataka,2009,3,27.300
South Interior Karnataka,2009,4,25.400
South Interior Karnataka,2009,5,101.300
South Interior Karnataka,2009,6,101.600
South Interior Karnataka,2009,7,324.700
South Interior Karnataka,2009,8,153.200
South Interior Karnataka,2009,9,247.900
South Interior Karnataka,2009,10,98.200
South Interior Karnataka,2009,11,55.700
South Interior Karnataka,2009,12,22.900
South Interior Karnataka,2010,1,7.900
South Interior Karnataka,2010,2,1.700
South Interior Karnataka,2010,3,5.600
South Interior Karnataka,2010,4,71.100
South Interior Karnataka,2010,5,94.900
South Interior Karnataka,2010,6,129.100
South Interior Karnataka,2010,7,235.100
South Interior Karnataka,2010,8,228.100
South Interior Karnataka,2010,9,150.700
South Interior Karnataka,2010,10,129.600
South Interior Karnataka,2010,11,183.500
South Interior Karnataka,2010,12,2.500
South Interior Karnataka,2011,1,2.100
South Interior Karnataka,2011,2,12.400
South Interior Karnataka,2011,3,12.400
South Interior Karnataka,2011,4,80.200
South Interior Karnataka,2011,5,83.500
South Interior Karnataka,2011,6,177.100
South Interior Karnataka,2011,7,202.400
South Interior Karnataka,2011,8,199.500
South Interior Karnataka,2011,9,111.200
South Interior Karnataka,2011,10,144.800
South Interior Karnataka,2011,11,56.700
South Interior Karnataka,2011,12,5.000
South Interior Karnataka,2012,1,4.600
South Interior Karnataka,2012,2,5.500
South Interior Karnataka,2012,3,8.100
South Interior Karnataka,2012,4,99.000
South Interior Karnataka,2012,5,45.600
South Interior Karnataka,2012,6,81.800
South Interior Karnataka,2012,7,144.700
South Interior Karnataka,2012,8,236.500
South Interior Karnataka,2012,9,100.600
South Interior Karnataka,2012,10,62.800
South Interior Karnataka,2012,11,82.600
South Interior Karnataka,2012,12,6.200
South Interior Karnataka,2013,1,0.500
South Interior Karnataka,2013,2,10.100
South Interior Karnataka,2013,3,11.700
South Interior Karnataka,2013,4,34.600
South Interior Karnataka,2013,5,95.600
South Interior Karnataka,2013,6,176.200
South Interior Karnataka,2013,7,307.400
South Interior Karnataka,2013,8,151.700
South Interior Karnataka,2013,9,191.800
South Interior Karnataka,2013,10,103.700
South Interior Karnataka,2013,11,24.900
South Interior Karnataka,2013,12,2.400
South Interior Karnataka,2014,1,0.400
South Interior Karnataka,2014,2,2.400
South Interior Karnataka,2014,3,17.700
South Interior Karnataka,2014,4,46.700
South Interior Karnataka,2014,5,130.500
South Interior Karnataka,2014,6,106.800
South Interior Karnataka,2014,7,271.600
South Interior Karnataka,2014,8,254.600
South Interior Karnataka,2014,9,161.600
South Interior Karnataka,2014,10,152.900
South Interior Karnataka,2014,11,20.200
South Interior Karnataka,2014,12,18.700
South Interior Karnataka,2015,1,1.700
South Interior Karnataka,2015,2,0.200
South Interior Karnataka,2015,3,24.400
South Interior Karnataka,2015,4,80.500
South Interior Karnataka,2015,5,125.300
South Interior Karnataka,2015,6,218.700
South Interior Karnataka,2015,7,112.000
South Interior Karnataka,2015,8,136.600
South Interior Karnataka,2015,9,164.500
South Interior Karnataka,2015,10,106.100
South Interior Karnataka,2015,11,138.100
South Interior Karnataka,2015,12,4.400
South Interior Karnataka,2016,1,3.600
South Interior Karnataka,2016,2,0.400
South Interior Karnataka,2016,3,3.200
South Interior Karnataka,2016,4,8.800
South Interior Karnataka,2016,5,92.000
South Interior Karnataka,2016,6,172.200
South Interior Karnataka,2016,7,196.500
South Interior Karnataka,2016,8,85.900
South Interior Karnataka,2016,9,62.800
South Interior Karnataka,2016,10,21.900
South Interior Karnataka,2016,11,9.100
South Interior Karnataka,2016,12,31.000
South Interior Karnataka,2017,1,5.000
South Interior Karnataka,2017,2,0.000
South Interior Karnataka,2017,3,16.800
South Interior Karnataka,2017,4,34.100
South Interior Karnataka,2017,5,140.900
South Interior Karnataka,2017,6,107.600
South Interior Karnataka,2017,7,125.900
South Interior Karnataka,2017,8,181.400
South Interior Karnataka,2017,9,250.300
South Interior Karnataka,2017,10,178.300
South Interior Karnataka,2017,11,13.800
South Interior Karnataka,2017,12,7.700
Kerala,1901,1,28.700
Kerala,1901,2,44.700
